"STREET_NAME","METER_CLASS","DATE_TYPE","TIME_BAND","LAST_RATE","OCCUPANCY_PCT","PROPOSED_RATE","FINAL_RATE","ADJUSTMENT_REASON"
"1600-1699 POWELL ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1600-1699 POWELL ST","GMP","Weekend","Open-12pm",1.5,50,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 POWELL ST","GMP","Weekend","12pm-3pm",2.25,57,2,2.25,"Meter payment realization rate threshold applied"
"1600-1699 POWELL ST","GMP","Weekend","3pm-6pm",2.25,62,2.25,2.25,""
"1600-1699 POWELL ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1700-1798 POWELL ST","Commercial","Weekday","Open-12pm",2,,2,2,""
"1700-1798 POWELL ST","Commercial","Weekday","12pm-3pm",2.5,,2.5,2.5,""
"1700-1798 POWELL ST","Commercial","Weekday","3pm-6pm",2.75,,2.75,2.75,""
"1700-1798 POWELL ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1700-1798 POWELL ST","Commercial","Weekend","Open-12pm",1,,1,1,""
"1700-1798 POWELL ST","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"1700-1798 POWELL ST","Commercial","Weekend","3pm-6pm",2.75,,3,3,""
"1700-1798 POWELL ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1700-1798 POWELL ST","GMP","Weekday","Open-12pm",2,64,2,2,""
"1700-1798 POWELL ST","GMP","Weekday","12pm-3pm",2.5,71,2.5,2.5,""
"1700-1798 POWELL ST","GMP","Weekday","3pm-6pm",2.75,73,2.75,2.75,""
"1700-1798 POWELL ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1700-1798 POWELL ST","GMP","Weekend","Open-12pm",1,61,1,1,""
"1700-1798 POWELL ST","GMP","Weekend","12pm-3pm",2.25,77,2.25,2.25,""
"1700-1798 POWELL ST","GMP","Weekend","3pm-6pm",2.75,81,3,3,""
"1700-1798 POWELL ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1801-1899 POWELL ST","Commercial","Weekday","Open-12pm",2,46,2,2,""
"1801-1899 POWELL ST","Commercial","Weekday","12pm-3pm",3,57,3,3,""
"1801-1899 POWELL ST","Commercial","Weekday","3pm-6pm",3,52,3,3,""
"1801-1899 POWELL ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1801-1899 POWELL ST","Commercial","Weekend","Open-12pm",2.5,44,2.75,2.75,""
"1801-1899 POWELL ST","Commercial","Weekend","12pm-3pm",6,43,6.25,6.25,""
"1801-1899 POWELL ST","Commercial","Weekend","3pm-6pm",5,51,5.25,5.25,""
"1801-1899 POWELL ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1801-1899 POWELL ST","GMP","Weekday","Open-12pm",2,67,2,2,""
"1801-1899 POWELL ST","GMP","Weekday","12pm-3pm",3,74,3,3,""
"1801-1899 POWELL ST","GMP","Weekday","3pm-6pm",3,78,3,3,""
"1801-1899 POWELL ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1801-1899 POWELL ST","GMP","Weekend","Open-12pm",2.5,82,2.75,2.75,""
"1801-1899 POWELL ST","GMP","Weekend","12pm-3pm",6,90,6.25,6.25,""
"1801-1899 POWELL ST","GMP","Weekend","3pm-6pm",5,84,5.25,5.25,""
"1801-1899 POWELL ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"2301-2399 POWELL ST","Commercial","Weekday","Open-12pm",0.5,34,0.25,0.5,"Meter payment realization rate threshold applied"
"2301-2399 POWELL ST","Commercial","Weekday","12pm-3pm",1.25,35,1.25,1.25,""
"2301-2399 POWELL ST","Commercial","Weekday","3pm-6pm",1.75,34,1.75,1.75,""
"2301-2399 POWELL ST","Commercial","Weekday","6pm-Close",1.25,34,1,1.25,"Meter payment realization rate threshold applied"
"2301-2399 POWELL ST","Commercial","Weekend","Open-12pm",0.5,30,0.5,0.5,""
"2301-2399 POWELL ST","Commercial","Weekend","12pm-3pm",5.75,42,6,6,""
"2301-2399 POWELL ST","Commercial","Weekend","3pm-6pm",6.25,36,6.25,6.25,""
"2301-2399 POWELL ST","Commercial","Weekend","6pm-Close",5.5,31,5.5,5.5,""
"2301-2399 POWELL ST","GMP","Weekday","Open-12pm",0.5,45,0.25,0.5,"Meter payment realization rate threshold applied"
"2301-2399 POWELL ST","GMP","Weekday","12pm-3pm",1.25,62,1.25,1.25,""
"2301-2399 POWELL ST","GMP","Weekday","3pm-6pm",1.75,61,1.75,1.75,""
"2301-2399 POWELL ST","GMP","Weekday","6pm-Close",1.25,52,1,1.25,"Meter payment realization rate threshold applied"
"2301-2399 POWELL ST","GMP","Weekend","Open-12pm",0.5,64,0.5,0.5,""
"2301-2399 POWELL ST","GMP","Weekend","12pm-3pm",5.75,83,6,6,""
"2301-2399 POWELL ST","GMP","Weekend","3pm-6pm",6.25,79,6.25,6.25,""
"2301-2399 POWELL ST","GMP","Weekend","6pm-Close",5.5,72,5.5,5.5,""
"2400-2499 POWELL ST","Commercial","Weekday","Open-12pm",0.5,,0.5,0.5,""
"2400-2499 POWELL ST","Commercial","Weekday","12pm-3pm",3.25,,3.5,3.5,""
"2400-2499 POWELL ST","Commercial","Weekday","3pm-6pm",3,,3.25,3.25,""
"2400-2499 POWELL ST","Commercial","Weekday","6pm-Close",3,,3.25,3.25,""
"2400-2499 POWELL ST","Commercial","Weekend","Open-12pm",0.5,,0.5,0.5,""
"2400-2499 POWELL ST","Commercial","Weekend","12pm-3pm",6.75,,7,7,""
"2400-2499 POWELL ST","Commercial","Weekend","3pm-6pm",6.75,,7,7,""
"2400-2499 POWELL ST","Commercial","Weekend","6pm-Close",6.25,,6.5,6.5,""
"2400-2499 POWELL ST","GMP","Weekday","Open-12pm",0.5,69,0.5,0.5,""
"2400-2499 POWELL ST","GMP","Weekday","12pm-3pm",3.25,82,3.5,3.5,""
"2400-2499 POWELL ST","GMP","Weekday","3pm-6pm",3,83,3.25,3.25,""
"2400-2499 POWELL ST","GMP","Weekday","6pm-Close",3,83,3.25,3.25,""
"2400-2499 POWELL ST","GMP","Weekend","Open-12pm",0.5,76,0.5,0.5,""
"2400-2499 POWELL ST","GMP","Weekend","12pm-3pm",6.75,83,7,7,""
"2400-2499 POWELL ST","GMP","Weekend","3pm-6pm",6.75,86,7,7,""
"2400-2499 POWELL ST","GMP","Weekend","6pm-Close",6.25,89,6.5,6.5,""
"1-99 PRECITA AVE","Commercial","Weekday","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekday","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1-99 PRECITA AVE","Commercial","Weekend","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1-99 PRECITA AVE","GMP","Weekday","Open-12pm",2.25,48,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekday","12pm-3pm",2.25,58,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekday","3pm-6pm",2.25,56,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1-99 PRECITA AVE","GMP","Weekend","Open-12pm",1.5,36,1.25,1.5,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekend","12pm-3pm",2.25,41,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekend","3pm-6pm",2.25,36,2,2.25,"Meter payment realization rate threshold applied"
"1-99 PRECITA AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-499 PRESIDIO AVE","Commercial","Weekday","Open-12pm",3.5,38,3.5,3.5,""
"400-499 PRESIDIO AVE","Commercial","Weekday","12pm-3pm",3,38,3.25,3.25,""
"400-499 PRESIDIO AVE","Commercial","Weekday","3pm-6pm",3.25,38,3.5,3.5,""
"400-499 PRESIDIO AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-499 PRESIDIO AVE","Commercial","Weekend","Open-12pm",2.25,33,2,2,""
"400-499 PRESIDIO AVE","Commercial","Weekend","12pm-3pm",2,35,1.75,1.75,""
"400-499 PRESIDIO AVE","Commercial","Weekend","3pm-6pm",1.75,33,1.75,1.75,""
"400-499 PRESIDIO AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-499 PRESIDIO AVE","GMP","Weekday","Open-12pm",3.5,74,3.5,3.5,""
"400-499 PRESIDIO AVE","GMP","Weekday","12pm-3pm",3,84,3.25,3.25,""
"400-499 PRESIDIO AVE","GMP","Weekday","3pm-6pm",3.25,87,3.5,3.5,""
"400-499 PRESIDIO AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-499 PRESIDIO AVE","GMP","Weekend","Open-12pm",2.25,55,2,2,""
"400-499 PRESIDIO AVE","GMP","Weekend","12pm-3pm",2,56,1.75,1.75,""
"400-499 PRESIDIO AVE","GMP","Weekend","3pm-6pm",1.75,69,1.75,1.75,""
"400-499 PRESIDIO AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"500-599 PRESIDIO AVE","Commercial","Weekday","Open-12pm",2.25,38,2,2,""
"500-599 PRESIDIO AVE","Commercial","Weekday","12pm-3pm",2,38,2,2,""
"500-599 PRESIDIO AVE","Commercial","Weekday","3pm-6pm",2.25,37,2.25,2.25,""
"500-599 PRESIDIO AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"500-599 PRESIDIO AVE","Commercial","Weekend","Open-12pm",2,37,1.75,2,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","Commercial","Weekend","12pm-3pm",2.5,37,2.25,2.5,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"500-599 PRESIDIO AVE","GMP","Weekday","Open-12pm",2.25,59,2,2,""
"500-599 PRESIDIO AVE","GMP","Weekday","12pm-3pm",2,67,2,2,""
"500-599 PRESIDIO AVE","GMP","Weekday","3pm-6pm",2.25,62,2.25,2.25,""
"500-599 PRESIDIO AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"500-599 PRESIDIO AVE","GMP","Weekend","Open-12pm",2,52,1.75,2,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","GMP","Weekend","12pm-3pm",2.5,59,2.25,2.5,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","GMP","Weekend","3pm-6pm",1.5,48,1.25,1.5,"Meter payment realization rate threshold applied"
"500-599 PRESIDIO AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1-99 PETER YORKE WAY","Commercial","Weekday","Open-12pm",2,37,2,2,""
"1-99 PETER YORKE WAY","Commercial","Weekday","12pm-3pm",3.5,36,3.5,3.5,""
"1-99 PETER YORKE WAY","Commercial","Weekday","3pm-6pm",1.25,36,1.25,1.25,""
"1-99 PETER YORKE WAY","Commercial","Weekday","6pm-Close",1,,1,1,""
"1-99 PETER YORKE WAY","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","Commercial","Weekend","12pm-3pm",1,,0.75,1,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","Commercial","Weekend","3pm-6pm",0.75,,0.5,0.75,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","Commercial","Weekend","6pm-Close",1.25,,1.25,1.25,""
"1-99 PETER YORKE WAY","GMP","Weekday","Open-12pm",2,67,2,2,""
"1-99 PETER YORKE WAY","GMP","Weekday","12pm-3pm",3.5,69,3.5,3.5,""
"1-99 PETER YORKE WAY","GMP","Weekday","3pm-6pm",1.25,66,1.25,1.25,""
"1-99 PETER YORKE WAY","GMP","Weekday","6pm-Close",1,,1,1,""
"1-99 PETER YORKE WAY","GMP","Weekend","Open-12pm",0.5,53,0.25,0.5,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","GMP","Weekend","12pm-3pm",1,58,0.75,1,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","GMP","Weekend","3pm-6pm",0.75,42,0.5,0.75,"Meter payment realization rate threshold applied"
"1-99 PETER YORKE WAY","GMP","Weekend","6pm-Close",1.25,,1.25,1.25,""
"1600-1699 QUESADA AVE","Commercial","Weekday","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekday","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekday","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 QUESADA AVE","Commercial","Weekend","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekend","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","Commercial","Weekend","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 QUESADA AVE","GMP","Weekday","Open-12pm",1.5,38,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekday","12pm-3pm",1.5,37,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekday","3pm-6pm",1.5,36,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 QUESADA AVE","GMP","Weekend","Open-12pm",1.5,37,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekend","12pm-3pm",1.5,33,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekend","3pm-6pm",1.5,36,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 QUESADA AVE","GMP","Weekend","6pm-Close",1.5,,1.5,1.5,""
"1700-1799 QUESADA AVE","Commercial","Weekday","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekday","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekday","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1700-1799 QUESADA AVE","Commercial","Weekend","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekend","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","Commercial","Weekend","6pm-Close",1.5,,1.5,1.5,""
"1700-1799 QUESADA AVE","GMP","Weekday","Open-12pm",1.5,42,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekday","12pm-3pm",1.5,40,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekday","3pm-6pm",1.5,36,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1700-1799 QUESADA AVE","GMP","Weekend","Open-12pm",1.5,32,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekend","12pm-3pm",1.5,32,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekend","3pm-6pm",1.5,32,1.25,1.5,"Meter payment realization rate threshold applied"
"1700-1799 QUESADA AVE","GMP","Weekend","6pm-Close",1.5,,1.5,1.5,""
"101-199 REDWOOD ST","Commercial","Weekday","Open-12pm",2,,2,2,""
"101-199 REDWOOD ST","Commercial","Weekday","12pm-3pm",3.25,,3.25,3.25,""
"101-199 REDWOOD ST","Commercial","Weekday","3pm-6pm",1.75,,1.75,1.75,""
"101-199 REDWOOD ST","Commercial","Weekday","6pm-Close",1.75,,1.75,1.75,""
"101-199 REDWOOD ST","Commercial","Weekend","Open-12pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","Commercial","Weekend","12pm-3pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","Commercial","Weekend","3pm-6pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","Commercial","Weekend","6pm-Close",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","GMP","Weekday","Open-12pm",2,,2,2,""
"101-199 REDWOOD ST","GMP","Weekday","12pm-3pm",3.25,,3.25,3.25,""
"101-199 REDWOOD ST","GMP","Weekday","3pm-6pm",1.75,,1.75,1.75,""
"101-199 REDWOOD ST","GMP","Weekday","6pm-Close",1.75,,1.75,1.75,""
"101-199 REDWOOD ST","GMP","Weekend","Open-12pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","GMP","Weekend","12pm-3pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","GMP","Weekend","3pm-6pm",0.5,,0.5,0.5,""
"101-199 REDWOOD ST","GMP","Weekend","6pm-Close",0.5,,0.5,0.5,""
"1600-1699 REVERE AVE","Commercial","Weekday","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekday","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekday","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 REVERE AVE","Commercial","Weekend","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekend","12pm-3pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","Commercial","Weekend","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 REVERE AVE","GMP","Weekday","Open-12pm",1.5,37,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekday","12pm-3pm",1.5,39,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekday","3pm-6pm",1.5,38,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekday","6pm-Close",1.5,,1.5,1.5,""
"1600-1699 REVERE AVE","GMP","Weekend","Open-12pm",1.5,32,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekend","12pm-3pm",1.5,37,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekend","3pm-6pm",1.5,35,1.25,1.5,"Meter payment realization rate threshold applied"
"1600-1699 REVERE AVE","GMP","Weekend","6pm-Close",1.5,,1.5,1.5,""
"1-99 RUSSIA AVE","Commercial","Weekday","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 RUSSIA AVE","Commercial","Weekday","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"1-99 RUSSIA AVE","Commercial","Weekday","3pm-6pm",2.25,,2.25,2.25,""
"1-99 RUSSIA AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1-99 RUSSIA AVE","Commercial","Weekend","Open-12pm",2,,1.75,1.75,""
"1-99 RUSSIA AVE","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"1-99 RUSSIA AVE","Commercial","Weekend","3pm-6pm",2,,1.75,1.75,""
"1-99 RUSSIA AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1-99 RUSSIA AVE","GMP","Weekday","Open-12pm",2.25,49,2,2.25,"Meter payment realization rate threshold applied"
"1-99 RUSSIA AVE","GMP","Weekday","12pm-3pm",2.25,58,2,2.25,"Meter payment realization rate threshold applied"
"1-99 RUSSIA AVE","GMP","Weekday","3pm-6pm",2.25,60,2.25,2.25,""
"1-99 RUSSIA AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1-99 RUSSIA AVE","GMP","Weekend","Open-12pm",2,56,1.75,1.75,""
"1-99 RUSSIA AVE","GMP","Weekend","12pm-3pm",2.25,63,2.25,2.25,""
"1-99 RUSSIA AVE","GMP","Weekend","3pm-6pm",2,57,1.75,1.75,""
"1-99 RUSSIA AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-398 RITCH ST","Commercial","Weekday","Open-12pm",1.25,27,1.25,1.25,""
"300-398 RITCH ST","Commercial","Weekday","12pm-3pm",2.75,27,2.75,2.75,""
"300-398 RITCH ST","Commercial","Weekday","3pm-6pm",0.5,27,0.5,0.5,""
"300-398 RITCH ST","Commercial","Weekday","6pm-Close",0.5,,0.25,0.5,"Minimum rate rule applied"
"300-398 RITCH ST","Commercial","Weekend","Open-12pm",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","Commercial","Weekend","12pm-3pm",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","Commercial","Weekend","3pm-6pm",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","Commercial","Weekend","6pm-Close",0.5,,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","GMP","Weekday","Open-12pm",1.25,70,1.25,1.25,""
"300-398 RITCH ST","GMP","Weekday","12pm-3pm",2.75,73,2.75,2.75,""
"300-398 RITCH ST","GMP","Weekday","3pm-6pm",0.5,65,0.5,0.5,""
"300-398 RITCH ST","GMP","Weekday","6pm-Close",0.5,47,0.25,0.5,"Minimum rate rule applied"
"300-398 RITCH ST","GMP","Weekend","Open-12pm",0.5,40,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","GMP","Weekend","12pm-3pm",0.5,48,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","GMP","Weekend","3pm-6pm",0.5,49,0.25,0.5,"Meter payment realization rate threshold applied"
"300-398 RITCH ST","GMP","Weekend","6pm-Close",0.5,49,0.25,0.5,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","Commercial","Weekday","Open-12pm",3.25,,3,3,""
"100-199 RHODE ISLAND ST","Commercial","Weekday","12pm-3pm",4.5,,4.5,4.5,""
"100-199 RHODE ISLAND ST","Commercial","Weekday","3pm-6pm",1.25,,1,1,""
"100-199 RHODE ISLAND ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 RHODE ISLAND ST","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"100-199 RHODE ISLAND ST","GMP","Weekday","Open-12pm",3.25,54,3,3,""
"100-199 RHODE ISLAND ST","GMP","Weekday","12pm-3pm",4.5,72,4.5,4.5,""
"100-199 RHODE ISLAND ST","GMP","Weekday","3pm-6pm",1.25,51,1,1,""
"100-199 RHODE ISLAND ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 RHODE ISLAND ST","GMP","Weekend","Open-12pm",2.25,33,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","GMP","Weekend","12pm-3pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","GMP","Weekend","3pm-6pm",2.25,38,2,2.25,"Meter payment realization rate threshold applied"
"100-199 RHODE ISLAND ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"101-199 SACRAMENTO ST","Commercial","Weekday","Open-12pm",3.75,43,3.75,3.75,""
"101-199 SACRAMENTO ST","Commercial","Weekday","12pm-3pm",3.75,43,3.75,3.75,""
"101-199 SACRAMENTO ST","Commercial","Weekday","3pm-6pm",3.75,40,3.75,3.75,""
"101-199 SACRAMENTO ST","Commercial","Weekday","6pm-Close",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","Commercial","Weekend","Open-12pm",1.25,,1.25,1.25,""
"101-199 SACRAMENTO ST","Commercial","Weekend","12pm-3pm",4.25,,4.5,4.5,""
"101-199 SACRAMENTO ST","Commercial","Weekend","3pm-6pm",2.25,,2.25,2.25,""
"101-199 SACRAMENTO ST","Commercial","Weekend","6pm-Close",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","GMP","Weekday","Open-12pm",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","GMP","Weekday","12pm-3pm",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","GMP","Weekday","3pm-6pm",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","GMP","Weekday","6pm-Close",3.75,,3.75,3.75,""
"101-199 SACRAMENTO ST","GMP","Weekend","Open-12pm",1.25,67,1.25,1.25,""
"101-199 SACRAMENTO ST","GMP","Weekend","12pm-3pm",4.25,81,4.5,4.5,""
"101-199 SACRAMENTO ST","GMP","Weekend","3pm-6pm",2.25,77,2.25,2.25,""
"101-199 SACRAMENTO ST","GMP","Weekend","6pm-Close",3.75,,3.75,3.75,""
"201-299 SACRAMENTO ST","Commercial","Weekday","Open-12pm",3.75,44,3.75,3.75,""
"201-299 SACRAMENTO ST","Commercial","Weekday","12pm-3pm",3.75,46,3.75,3.75,""
"201-299 SACRAMENTO ST","Commercial","Weekday","3pm-6pm",3.75,43,3.75,3.75,""
"201-299 SACRAMENTO ST","Commercial","Weekday","6pm-Close",3.75,,3.75,3.75,""
"201-299 SACRAMENTO ST","Commercial","Weekend","Open-12pm",2.75,,2.75,2.75,""
"201-299 SACRAMENTO ST","Commercial","Weekend","12pm-3pm",3.75,,4,4,""
"201-299 SACRAMENTO ST","Commercial","Weekend","3pm-6pm",2.75,,2.75,2.75,""
"201-299 SACRAMENTO ST","Commercial","Weekend","6pm-Close",3.75,,3.75,3.75,""
"201-299 SACRAMENTO ST","GMP","Weekday","Open-12pm",3.75,,3.75,3.75,""
"201-299 SACRAMENTO ST","GMP","Weekday","12pm-3pm",3.75,,3.75,3.75,""
